2024-08-21 00:14:09.434 +08:00 [INF] Main (GetRoleList) | Receive Request Get User Role List.
2024-08-21 10:49:30.845 +08:00 [INF] DBL (GetUserListingAsync) | Response User List: [{"Id":"20240821104806718491","Name":"Admin 1","Username":"admin1","Email":"woonyap616@gmail.com","Phone":"0123456789","Role":"Admin","Status":"Active"},{"Id":"20240821104807105636","Name":"Admin 2","Username":"admin2","Email":"kaixuan0131@gmail.com","Phone":"0123456789","Role":"Admin","Status":"Active"},{"Id":"20240821104808837861","Name":"Merchant 1","Username":"merchant1","Email":"merchant@merchant.com","Phone":"0123456789","Role":"Merchant","Status":"Active"},{"Id":"20240821104857500700","Name":"Test Register","Username":"User Name","Email":"string","Phone":"string","Role":"Normal User","Status":"Active"}]
2024-08-21 10:49:35.444 +08:00 [INF] Main (GetUserList) | Receive Request Get User List, User Listing Request: {"Username":null,"Name":null,"Email":null,"Phone":null,"Role":null,"Status":true,"SearchTerm":null,"PageNumber":1,"PageSize":10,"SortBy":null,"SortDescending":false}
2024-08-21 10:49:35.463 +08:00 [INF] DBL (GetUserListingAsync) | Response User List: []
2024-08-21 10:49:39.538 +08:00 [INF] Main (GetUserList) | Receive Request Get User List, User Listing Request: {"Username":null,"Name":null,"Email":null,"Phone":null,"Role":null,"Status":false,"SearchTerm":null,"PageNumber":1,"PageSize":10,"SortBy":null,"SortDescending":false}
2024-08-21 10:49:39.551 +08:00 [INF] DBL (GetUserListingAsync) | Response User List: [{"Id":"20240821104806718491","Name":"Admin 1","Username":"admin1","Email":"woonyap616@gmail.com","Phone":"0123456789","Role":"Admin","Status":"Active"},{"Id":"20240821104807105636","Name":"Admin 2","Username":"admin2","Email":"kaixuan0131@gmail.com","Phone":"0123456789","Role":"Admin","Status":"Active"},{"Id":"20240821104808837861","Name":"Merchant 1","Username":"merchant1","Email":"merchant@merchant.com","Phone":"0123456789","Role":"Merchant","Status":"Active"},{"Id":"20240821104857500700","Name":"Test Register","Username":"User Name","Email":"string","Phone":"string","Role":"Normal User","Status":"Active"}]
2024-08-21 10:50:13.027 +08:00 [INF] Main (ViewUser) | Receive Request Get User List, User Id: 20240821104857500700
2024-08-21 10:50:13.040 +08:00 [INF] DBL (GetByIdAsync) | Response User: {"Id":"20240821104857500700","Username":"User Name","Password":"HOqdkjT9VCtLk9+mGSDQFQL46kU+kJsb8zXRIPAEm72Ne/gbQH9y1b99nGeBxr6I","Name":"Test Register","Email":"string","Phone":"string","UserRoleId":2,"iCountFailedLogin":0,"IsBlocked":false,"UserRole":null}
2024-08-21 14:48:35.456 +08:00 [INF] Main (RegisterAcc) | Receive Request to register account, Request: {"name":"TEst create","username":"testCreate","password":"eBGWdD/EVJC5SDlaCpmm1q94BMxvUSGYqpMYN3jtrAsfgSskhQHbtev3FF2Bg9/0","email":"test@email.com","userRoleId":0,"phone":"123456789"}
2024-08-21 14:48:35.711 +08:00 [ERR] DBL (CreateAuditTrailAsync) | Error when Insert Audit Trail (Object). Exception Message: Self referencing loop detected for property 'AuditTrail' with type 'DAL.Entity.TAuditTrail'. Path 'AuditTrailDetails[0]'.
2024-08-21 14:48:35.714 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email request. user id: 20240821144835448377, recipient name: TEst create, recipient email: test@email.com
2024-08-21 14:48:35.768 +08:00 [ERR] DBL (SendConfirmEmailAsync) | Send Confirm Email Failed. user id: 20240821144835448377, recipient name: TEst create, recipient email: test@email.com, Exception: The input is not a valid Base-64 string as it contains a non-base 64 character, more than two padding characters, or an illegal character among the padding characters.
2024-08-21 14:48:35.771 +08:00 [INF] DBL (CreateAsync) | Record Insert Successful. user id: 20240821144835448377
2024-08-21 14:50:32.463 +08:00 [INF] Main (RegisterAcc) | Receive Request to register account, Request: {"name":"TEst create","username":"testCreate","password":"MFuCNNQq+VOpryDC54oGKuXFC8z9OVj5FCZaPmtRUzI6mkHAzWPIjDUpSQpQL4ul","email":"test@email.com","userRoleId":0,"phone":"123456789"}
2024-08-21 14:50:32.805 +08:00 [ERR] DBL (CreateAuditTrailAsync) | Error when Insert Audit Trail (Object). Exception Message: Self referencing loop detected for property 'AuditTrail' with type 'DAL.Entity.TAuditTrail'. Path 'AuditTrailDetails[0]'.
2024-08-21 14:50:39.475 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email request. user id: 20240821145032422399, recipient name: TEst create, recipient email: test@email.com
2024-08-21 14:50:51.037 +08:00 [ERR] DBL (SendConfirmEmailAsync) | Send Confirm Email Failed. user id: 20240821145032422399, recipient name: TEst create, recipient email: test@email.com, Exception: The input is not a valid Base-64 string as it contains a non-base 64 character, more than two padding characters, or an illegal character among the padding characters.
2024-08-21 14:50:51.038 +08:00 [INF] DBL (CreateAsync) | Record Insert Successful. user id: 20240821145032422399
2024-08-21 14:52:21.238 +08:00 [INF] Main (RegisterAcc) | Receive Request to register account, Request: {"name":"test create","username":"ceateNew","password":"HT0OhazChlZXfYRXXlICvF6+18td0Ze02S/4WTWwVW2mAhbBwBJo+qJuvS59d4sf","email":"test@email.com","userRoleId":0,"phone":"string"}
2024-08-21 14:52:21.663 +08:00 [ERR] DBL (CreateAuditTrailAsync) | Error when Insert Audit Trail (Object). Exception Message: Self referencing loop detected for property 'AuditTrail' with type 'DAL.Entity.TAuditTrail'. Path 'AuditTrailDetails[0]'.
2024-08-21 14:52:21.666 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email request. user id: 20240821145221723815, recipient name: test create, recipient email: test@email.com
2024-08-21 14:52:21.830 +08:00 [ERR] DBL (SendConfirmEmailAsync) | Send Confirm Email Failed. user id: 20240821145221723815, recipient name: test create, recipient email: test@email.com, Exception: Could not find a part of the path 'D:\Kai Xuan\projectBase\Project\E-commerce\E-commerce\bin\Debug\net8.0\Email\EmailTemplateDesign\ConfirmEmailTemplate'.
2024-08-21 14:52:21.832 +08:00 [INF] DBL (CreateAsync) | Record Insert Successful. user id: 20240821145221723815
2024-08-21 14:58:34.214 +08:00 [INF] Main (RegisterAcc) | Receive Request to register account, Request: {"name":"test","username":"testusernmae","password":"CrhOOssOEo65L+L3Fcxk+pS1zq4+ir656bskLhRkIPRLQR9lKSaNAyIo7Zgd28DC","email":"test@email.com","userRoleId":0,"phone":"1234567890"}
2024-08-21 14:58:34.628 +08:00 [ERR] DBL (CreateAuditTrailAsync) | Error when Insert Audit Trail (Object). Exception Message: Self referencing loop detected for property 'AuditTrail' with type 'DAL.Entity.TAuditTrail'. Path 'AuditTrailDetails[0]'.
2024-08-21 14:58:34.632 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email request. user id: 20240821145834708132, recipient name: test, recipient email: test@email.com
2024-08-21 14:58:34.756 +08:00 [ERR] DBL (SendConfirmEmailAsync) | Send Confirm Email Failed. user id: 20240821145834708132, recipient name: test, recipient email: test@email.com, Exception: Could not find a part of the path 'D:\Kai Xuan\projectBase\Project\E-commerce\E-commerce\Email\EmailTemplateDesign\ConfirmEmailTemplate'.
2024-08-21 14:58:34.758 +08:00 [INF] DBL (CreateAsync) | Record Insert Successful. user id: 20240821145834708132
2024-08-21 15:10:18.234 +08:00 [INF] Main (RegisterAcc) | Receive Request to register account, Request: {"name":"regist","username":"usernameasd","password":"l2iwdRnHIh/T1v/U4umyr6j7EIVaIq/exANGmfCv2IiL7SjgbogV1KqwENTJXHSP","email":"test@email.com","userRoleId":0,"phone":"1234567898"}
2024-08-21 15:10:18.669 +08:00 [ERR] DBL (CreateAuditTrailAsync) | Error when Insert Audit Trail (Object). Exception Message: Self referencing loop detected for property 'AuditTrail' with type 'DAL.Entity.TAuditTrail'. Path 'AuditTrailDetails[0]'.
2024-08-21 15:10:18.672 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email request. user id: 20240821151018772048, recipient name: regist, recipient email: test@email.com
2024-08-21 15:10:18.769 +08:00 [ERR] DBL (SendConfirmEmailAsync) | Send Confirm Email Failed. user id: 20240821151018772048, recipient name: regist, recipient email: test@email.com, Exception: Value cannot be null. (Parameter 'stream')
2024-08-21 15:10:18.771 +08:00 [INF] DBL (CreateAsync) | Record Insert Successful. user id: 20240821151018772048
2024-08-21 15:11:02.798 +08:00 [INF] Main (RegisterAcc) | Receive Request to register account, Request: {"name":"regist","username":"usernameasd","password":"k4kNLAy/34f121x9br1kSNkBqdpfCHZFYvGpKzk3XivrDmUjm7JfqPtEGVIAJVqo","email":"test@email.com","userRoleId":0,"phone":"1234567898"}
2024-08-21 15:11:02.986 +08:00 [ERR] DBL (CreateAuditTrailAsync) | Error when Insert Audit Trail (Object). Exception Message: Self referencing loop detected for property 'AuditTrail' with type 'DAL.Entity.TAuditTrail'. Path 'AuditTrailDetails[0]'.
2024-08-21 15:11:02.988 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email request. user id: 20240821151102202601, recipient name: regist, recipient email: test@email.com
2024-08-21 15:13:43.047 +08:00 [INF] Main (RegisterAcc) | Receive Request to register account, Request: {"name":"string","username":"string","password":"4m/X8kAHCdPKrpZcxdFEHBIO0Jz3iLARjhhpXqPOiJq7CutCBoxOMOHZEe6mllW8","email":"string","userRoleId":0,"phone":"string"}
2024-08-21 15:13:43.276 +08:00 [ERR] DBL (CreateAuditTrailAsync) | Error when Insert Audit Trail (Object). Exception Message: Self referencing loop detected for property 'AuditTrail' with type 'DAL.Entity.TAuditTrail'. Path 'AuditTrailDetails[0]'.
2024-08-21 15:13:43.278 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email request. user id: 20240821151343886009, recipient name: string, recipient email: string
2024-08-21 15:13:43.310 +08:00 [INF] DBL (SendConfirmEmailAsync) | Send Confirm Email Successful. user id: 20240821151343886009, recipient name: string, recipient email: string
2024-08-21 15:13:43.311 +08:00 [INF] DBL (CreateAsync) | Record Insert Successful. user id: 20240821151343886009
